species_id,phylum_lat,class_lat,order_lat,family_lat,taxon_lat_original,taxon_lat,genus_lat,nativeness_hu,Maximum magasság,Életforma,Szociális magatartási típus,Flóraelem besorolás,invasion_status_hu,Terjedési stratégia,Virágzás kezdete,Virágzás időtartama,WZ,WB,FS,ELLF,RZ,LB,ELLS,NS,NB,ELLN
1475,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leucanthemum ircutianum DC.,Leucanthemum ircutianum,Leucanthemum,őshonos,80,He,,,,Allium,5,5,,,,,,,,,,
1476,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leucanthemum margaritae (Gáyer ex Jáv.) Soó,Leucanthemum margaritae,Leucanthemum,őshonos,50,He,S,EUA,,Allium,5,2,4,5,2-3,,0,7,,2,3,
1477,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leucanthemum vulgare agg.,Leucanthemum vulgare,Leucanthemum,őshonos,80,He,G,EUA,,Allium,5,5,4,2,2-3,4,0,9,0,2,2,3
1478,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Leucojum aestivum L.,Leucojum aestivum,Leucojum,őshonos,60,Ge,S,AsM,,Allium,5,2,8,9,3-4,9,4,7,0,2-3,8,8
1479,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Leucojum vernum L.,Leucojum vernum,Leucojum,őshonos,30,Ge,Sr,CEU,,Allium,2,3,7,7,3,6,3,6,0,3,8,8
1480,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Levisticum officinale W.D.J. Koch,Levisticum officinale,Levisticum,idegenhonos,200,He,,,alkalmi faj,Zea,7,2,,,,,,,,,,
1481,Angiospermae,Liliopsida,Poales,Poaceae,Leymus arenarius (L.) Hochst.,Leymus arenarius,Leymus,idegenhonos,120,He-Ge,,,alkalmi faj,Sparganium,6,3,,,,6,,,1,,,6
1482,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Libanotis pyrenaica (L.) Bourg.,Libanotis pyrenaica,Libanotis,őshonos,150,He,G,EUA,,Allium,7,3,3,3,2,3,4,7,0,2-3,2,2
1483,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Ligularia sibirica (L.) Cass.,Ligularia sibirica,Ligularia,őshonos,150,He,Su,BOR,,Epilobium,6,2,9,9,4,,3,7,,,2,
1484,Angiospermae,Magnoliopsida,Lamiales,Oleaceae,Ligustrum ovalifolium Hassk.,Ligustrum ovalifolium,Ligustrum,idegenhonos,200,M,,,alkalmi faj,Cornus,6,2,,,,,,,,,,
1485,Angiospermae,Magnoliopsida,Lamiales,Oleaceae,Ligustrum vulgare L.,Ligustrum vulgare,Ligustrum,őshonos,200,M,G,AsM,,Cornus,5,3,4,5,2-3,4,3,6,0,2,4,3
1486,Angiospermae,Liliopsida,Liliales,Liliaceae,Lilium bulbiferum L.,Lilium bulbiferum,Lilium,őshonos,100,Ge,Gu,ALP,,Allium,6,2,5,6,3,5,4,7,0,2,4,3
1487,Angiospermae,Liliopsida,Liliales,Liliaceae,Lilium martagon L.,Lilium martagon,Lilium,őshonos,100,Ge,G,EUA,,Allium,6,2,5,6,3,5,4,5,0,2-3,5,5
1488,Angiospermae,Liliopsida,Alismatales,Hydrocharitaceae,Limnobium laevigatum (Humb. & Bonpl. ex. Willd.) Heine,Limnobium laevigatum,Limnobium,idegenhonos,,,,,alkalmi faj,Wolffia,,,,,,,,,,,,
1489,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Limodorum abortivum (L.) Sw.,Limodorum abortivum,Limodorum,őshonos,80,Ge,S,SME,,Lycopodium,5,2,4,4,2-3,4,4,7,0,,2,3
1490,Angiospermae,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium gmelinii (Willd.) Kuntze,Limonium gmelinii,Limonium,őshonos,60,He,S,PAN,,Allium,7,3,2,6,1-2,,5,9,,1,5,
1491,Angiospermae,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium sinuatum (L.) Mill.,Limonium sinuatum,Limonium,idegenhonos,60,Th,,,alkalmi faj,Zea,7,3,,,,,,,,,,
1492,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Limosella aquatica L.,Limosella aquatica,Limosella,őshonos,10,Th,NP,KOZ,,Sparganium,6,4,10,9,4-5,8,4,7,0,,6,3
1493,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Linaria arvensis (L.) Desf.,Linaria arvensis,Linaria,idegenhonos,30,Th,A,ADV,alkalmi faj,Allium,7,4,3,4,3,5,2,8,0,3,3,5
1494,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Linaria angustissima (Loisel.) Borbás,Linaria angustissima,Linaria,őshonos,60,He,S,SME,,Allium,7,3,1,2,2,,5,9,,2,2,
1495,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Linaria biebersteinii Besser subsp. strictissima (Schur) Soó,Linaria biebersteinii,Linaria,őshonos,100,He,Gr,EUA,,Allium,7,4,2,2,2,,5,9,,1,1,
1496,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Linaria genistifolia (L.) Mill.,Linaria genistifolia,Linaria,őshonos,100,He,G,PON,,Allium,6,5,1,2,2,,5,8,,2,2,
1497,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Linaria vulgaris Mill.,Linaria vulgaris,Linaria,őshonos,50,He,W,EUA,,Allium,6,6,3,3,0,4,3,8,0,3,3,5
1498,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Lindernia dubia (L.) Pennell,Lindernia dubia,Lindernia,idegenhonos,25,Th,,,meghonosodott faj,Allium,7,4,,,,8,,,0,,,
1499,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Lindernia procumbens (Krock.) Philcox,Lindernia procumbens,Lindernia,őshonos,15,Th,NP,EUA,,Sparganium,7,4,9,9,4-5,8,4,9,0,3,7,6
1500,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum austriacum L.,Linum austriacum,Linum,őshonos,60,He,G,PoM,,Allium,5,6,2,2,1-2,3,4,9,0,1,1,2
1501,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum catharticum L.,Linum catharticum,Linum,őshonos,30,Th,G,EUR,,Allium,6,5,7,7,2-3,,0,7,1,1-2,2,2
1502,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum dolomiticum Borbás,Linum dolomiticum,Linum,őshonos,25,He,Su,END,,Allium,4,2,0,1,1,,5,9,,1,1,
1503,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum flavum L.,Linum flavum,Linum,őshonos,60,He,G,PoP,,Allium,6,2,2,2,1-2,4,4,8,0,1,1,3
1504,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum hirsutum L.,Linum hirsutum,Linum,őshonos,80,He,S,PoP,,Allium,5,3,2,2,1-2,,4,9,,1,1,
1505,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum perenne L.,Linum perenne,Linum,őshonos,80,He,DT,PON,,Allium,6,4,3,5,2-3,3,4,7,0,1-2,3,2
1506,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum tenuifolium L.,Linum tenuifolium,Linum,őshonos,50,He,G,PoM,,Allium,5,6,1,2,1-2,2,4,9,0,1,2,2
1507,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum trigynum L.,Linum trigynum,Linum,őshonos,25,Th,G,SME,,Allium,5,2,5,5,2,,3,8,,1,1,
1508,Angiospermae,Magnoliopsida,Malpighiales,Linaceae,Linum usitatissimum L.,Linum usitatissimum,Linum,idegenhonos,100,Th-HT,I,ADV,alkalmi faj,Allium,,,,,,,,,,,,
1509,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Liparis loeselii (L.) Rich.,Liparis loeselii,Liparis,őshonos,20,Ge,Su,CIR,,Sparganium,5,2,9,9,4,9,4,7,0,1,3,2
1510,Angiospermae,Magnoliopsida,Magnoliales,Magnoliaceae,Liriodendron tulipifera L.,Liriodendron tulipifera,Liriodendron,idegenhonos,3000,MM,,,alkalmi faj,Zea,5,2,,,,,,,,,,
1511,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lithospermum officinale L.,Lithospermum officinale,Lithospermum,őshonos,100,He,DT,EUA,,Allium,5,3,2,4,2,5,3,6,0,2-3,6,5
1512,Angiospermae,Liliopsida,Poales,Poaceae,Lolium multiflorum Lam.,Lolium multiflorum,Lolium,idegenhonos,100,HT-He,W,KOZ,meghonosodott faj,Allium,6,3,4,4,3,4,0,7,0,3-4,6,8
1513,Angiospermae,Liliopsida,Poales,Poaceae,Lolium perenne L.,Lolium perenne,Lolium,rejtett honosságú,60,He,DT,KOZ,meghonosodott faj,Allium,5,5,5,5,2-3,5,0,8,0,3-4,7,7
1514,Angiospermae,Liliopsida,Poales,Poaceae,Lolium remotum Schrank,Lolium remotum,Lolium,idegenhonos,60,Th,W,ADV,meghonosodott faj,Allium,6,3,4,4,3,5,5,7,0,0,3,4
1515,Angiospermae,Liliopsida,Poales,Poaceae,Lolium temulentum L.,Lolium temulentum,Lolium,idegenhonos,90,Th,W,KOZ,meghonosodott faj,Allium,6,3,4,4,3,4,5,7,0,0,4,
1516,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera caprifolium L.,Lonicera caprifolium,Lonicera,idegenhonos,400,M,G,SMO,meghonosodott faj,Cornus,5,2,5,5,2-3,4,3,6,0,2,4,2
1517,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera nigra L.,Lonicera nigra,Lonicera,őshonos,200,M,S,CEU,,Cornus,5,2,6,6,3,5,2,4,0,2,4,4
1518,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera tatarica L.,Lonicera tatarica,Lonicera,idegenhonos,300,M,,,alkalmi faj,Cornus,5,2,,,,,,,,,,
1519,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera xylosteum L.,Lonicera xylosteum,Lonicera,őshonos,300,M,G,EUA,,Cornus,5,2,5,5,2-3,5,3,5,0,3,5,6
1520,Angiospermae,Magnoliopsida,Santalales,Loranthaceae,Loranthus europaeus Jacq.,Loranthus europaeus,Loranthus,őshonos,150,Epi,G,SMO,,Cornus,5,2,5,5,,,0,7,,,4,
1521,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lotus angustissimus L.,Lotus angustissimus,Lotus,őshonos,50,Th,Sr,PoM,,Allium,5,3,2,2,1,,5,9,,1,1,
1522,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lotus borbasii Ujhelyi,Lotus borbasii,Lotus,őshonos,20,He,Sr,PaB,,Allium,5,2,2,2,1,,5,9,,1,1,
1523,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lotus corniculatus L.,Lotus corniculatus,Lotus,őshonos,40,He,DT,EUA,,Allium,5,5,4,4,0,4,0,7,0,2-3,2,3
1524,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lotus pedunculatus Cav.,Lotus pedunculatus,Lotus,idegenhonos,50,He,A,ADV,alkalmi faj,Allium,6,2,,8,4,8,,7,0,2-3,4,4
1525,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lotus tenuis Waldst. et Kit.,Lotus tenuis,Lotus,őshonos,40,He,DT,SME,,Allium,5,4,3,7,0,7,5,8,4,2,4,4
1526,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Ludwigia palustris (L.) Elliott,Ludwigia palustris,Ludwigia,őshonos,30,HH(Th-He),S,AsM,,Sparganium,6,4,11,10,4-5,9,3,8,0,2,4,4
1527,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Ludwigia peploides (Kunth) Raven,Ludwigia peploides,Ludwigia,idegenhonos,150,HH(He),,,meghonosodott faj,Wolffia,7,2,,,,,,,,,,
1528,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Ludwigia repens J.R. Frost.,Ludwigia repens,Ludwigia,idegenhonos,50,HH(Th-He),,,meghonosodott faj,Wolffia,6,4,,,,,,,,,,
1529,Angiospermae,Magnoliopsida,Myrtales,Onagraceae,Ludwigia uruguayensis (Cambess.) Hara,Ludwigia uruguayensis,Ludwigia,idegenhonos,,,,,meghonosodott faj,Wolffia,,,,,,,,,,,,
1530,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lunaria annua L.,Lunaria annua,Lunaria,idegenhonos,40,Th-HT,Gu,ADV,meghonosodott faj,Allium,4,3,4,5,3,,4,5,,2,5,
1531,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lunaria rediviva L.,Lunaria rediviva,Lunaria,őshonos,120,He,S,CEU,,Allium,5,2,7,7,3,6,5,4,0,5,8,8
1532,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lupinus albus L.,Lupinus albus,Lupinus,idegenhonos,100,Th,I,ADV,alkalmi faj,Allium,6,2,,,,,,,,,,
1533,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lupinus angustifolius L.,Lupinus angustifolius,Lupinus,idegenhonos,100,Th,I,ADV,alkalmi faj,Allium,5,3,,,,,,,,,,
1534,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lupinus luteus L.,Lupinus luteus,Lupinus,idegenhonos,80,Th,I,ADV,alkalmi faj,Allium,6,3,,,,,,,,,,
1535,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lupinus polyphyllus Lindl.,Lupinus polyphyllus,Lupinus,idegenhonos,150,He,I,ADV,meghonosodott faj,Allium,6,4,,5,3,5,,8,0,3-4,6,
1536,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula campestris agg.,Luzula campestris,Luzula,őshonos,20,He,DT,KOZ,,Allium,3,3,4,4,0,4,4,7,0,2,2,3
1537,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula divulgata Kirschner,Luzula divulgata,Luzula,őshonos,20,He,,,,Allium,4,2,,,,,,,,,,
1538,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula forsteri (Sm.) DC.,Luzula forsteri,Luzula,őshonos,30,He,S,AsM,,Allium,4,2,5,5,3,4,2,4,0,2,2,2
1539,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula luzuloides (Lam.) Dandy et Wilmott,Luzula luzuloides,Luzula,őshonos,60,He,C,CEU,,Allium,5,2,4,5,3,5,2,4,0,2,4,4
1540,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula multiflora (Ehrh.) Lej.,Luzula multiflora,Luzula,őshonos,50,He,G,KOZ,,Allium,5,2,,6,2-3,5,,7,0,2,3,3
1541,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula pallidula Kirschner,Luzula pallidula,Luzula,őshonos,30,He,G,EUA,,Allium,4,2,4,5,3,5,2,6,0,2,2,2
1542,Angiospermae,Liliopsida,Poales,Juncaceae,Luzula pilosa (L.) Willd.,Luzula pilosa,Luzula,őshonos,35,He,G,EUA,,Allium,4,2,4,5,3,5,2,3,0,2,4,4
1543,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis coronaria (L.) Desr.,Lychnis coronaria,Lychnis,őshonos,80,He,S,SME,,Allium,5,3,4,4,2,5,3,5,0,1-2,3,4
1544,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis flos-cuculi L.,Lychnis flos-cuculi,Lychnis,őshonos,70,He,G,EUA,,Allium,5,3,8,7,4,7,0,7,0,2-3,4,
1545,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis viscaria L.,Lychnis viscaria,Lychnis,őshonos,50,He,S,EUA,,Allium,6,2,3,3,2-3,3,2,7,0,1-2,2,2
1546,Angiospermae,Magnoliopsida,Solanales,Solanaceae,Lycium barbarum L.,Lycium barbarum,Lycium,idegenhonos,300,M,AC,CIR,meghonosodott faj,Cornus,5,5,4,6,3,5,3,8,0,2-3,5,4
1547,Angiospermae,Magnoliopsida,Solanales,Solanaceae,Lycium chinense Mill.,Lycium chinense,Lycium,idegenhonos,300,M,,ADV,alkalmi faj,Cornus,5,5,,,,,,,,,,
1548,Angiospermae,Magnoliopsida,Solanales,Solanaceae,Lycopersicon esculentum Mill.,Lycopersicon esculentum,Lycopersicon,idegenhonos,150,Th,,,alkalmi faj,Cornus,7,4,,,,,,,,,,
1549,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium annotinum L.,Lycopodium annotinum,Lycopodium,őshonos,40,Ch,Su,CIR,,Lycopodium,7,3,5,5,3,6,2,3,0,1,3,3
1550,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium clavatum L.,Lycopodium clavatum,Lycopodium,őshonos,20,Ch,S,KOZ,,Lycopodium,7,2,5,4,3,4,2,7,0,1,2,2
1551,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lycopsis arvensis L.,Lycopsis arvensis,Lycopsis,idegenhonos,40,Th,W,EUR,meghonosodott faj,Lycopodium,5,4,3,3,2,4,2,8,0,2,2,4
1552,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lycopus europaeus L.,Lycopus europaeus,Lycopus,őshonos,100,He(HH),DT,EUA,,Sparganium,7,3,9,9,4-5,9,0,7,0,3,7,7
1553,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lycopus exaltatus L. f.,Lycopus exaltatus,Lycopus,őshonos,150,He(HH),DT,EUA,,Sparganium,7,3,9,9,4-5,9,0,7,1,3,6,8
1554,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Lysimachia nemorum L.,Lysimachia nemorum,Lysimachia,őshonos,30,He-Ch,,,,Allium,5,2,,,,7,,,0,,,7
1555,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Lysimachia nummularia L.,Lysimachia nummularia,Lysimachia,őshonos,50,He-Ch,DT,EUR,,Allium,6,3,8,7,3-4,6,4,5,0,0,4,
1556,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Lysimachia punctata L.,Lysimachia punctata,Lysimachia,őshonos,100,He-Ge,G,PoM,,Allium,6,3,6,6,3,7,3,5,0,2-3,5,4
1557,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Lysimachia thyrsiflora L.,Lysimachia thyrsiflora,Lysimachia,őshonos,70,He(-HH),Su,BOR,,Sparganium,5,3,10,9,4,9,2,7,0,2,3,4
1558,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Lysimachia vulgaris L.,Lysimachia vulgaris,Lysimachia,őshonos,160,He(-HH),DT,EUA,,Allium,6,3,9,8,3-4,8,0,6,0,0,4,
1559,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Lythrum borysthenicum (Schrank) Litv.,Lythrum borysthenicum,Lythrum,őshonos,20,Th,NP,ADV,,Allium,5,4,,8,4,,,8,,1,2,
1560,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Lythrum hyssopifolia L.,Lythrum hyssopifolia,Lythrum,őshonos,30,Th,DT,KOZ,,Sparganium,5,5,9,7,4,7,4,8,2,2,3,4
1561,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Lythrum salicaria L.,Lythrum salicaria,Lythrum,őshonos,150,He(-HH),G,KOZ,,Sparganium,6,4,9,9,4,8,0,7,1,2-3,4,
1562,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Lythrum thesioides M. Bieb.,Lythrum thesioides,Lythrum,rejtett honosságú,20,Th,A,PON,alkalmi faj,Allium,5,4,,,,,,,,,,
1563,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Lythrum tribracteatum Salzm.,Lythrum tribracteatum,Lythrum,őshonos,30,Th,NP,PoM,,Allium,5,5,9,8,4,,4,8,,1-2,3,
1564,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Lythrum virgatum L.,Lythrum virgatum,Lythrum,őshonos,100,He(-HH),G,CON,,Allium,6,3,8,8,4,,4,7,,2-3,5,
1565,Angiospermae,Magnoliopsida,Rosales,Moraceae,Maclura pomifera (Raf.) C.K. Schneid.,Maclura pomifera,Maclura,idegenhonos,1000,(M-)MM,,,alkalmi faj,Zea,5,1,,,,,,,,,,
1566,Angiospermae,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia acuminata (L.) L.,Magnolia acuminata,Magnolia,idegenhonos,3000,MM,,,alkalmi faj,Zea,4,2,,,,,,,,,,
1567,Angiospermae,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia  soulangeana Soul.-Bod.,Magnolia  soulangeana,Magnolia,idegenhonos,500,M(-MM),,,alkalmi faj,Zea,5,2,,,,,,,,,,
1568,Angiospermae,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia stellata (Siebold et Zucc.) Maxim.,Magnolia stellata,Magnolia,idegenhonos,500,M(-MM),,,alkalmi faj,Zea,4,2,,,,,,,,,,
1569,Angiospermae,Magnoliopsida,Ranunculales,Berberidaceae,Mahonia aquifolium agg.,Mahonia aquifolium,Mahonia,idegenhonos,150,M,I,ADV,meghonosodott faj,Cornus,5,1,,,,,,,,,,
1570,Angiospermae,Liliopsida,Asparagales,Asparagaceae,Maianthemum bifolium (L.) F.W. Schmidt,Maianthemum bifolium,Maianthemum,őshonos,15,Ge,G,EUA,,Cornus,5,2,4,6,3,5,3,4,0,2,4,3
1571,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Majorana hortensis Moench,Majorana hortensis,Majorana,idegenhonos,50,Th,,,alkalmi faj,Zea,7,3,,,,,,,,,,
1572,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Malaxis monophyllos (L.) Sw.,Malaxis monophyllos,Malaxis,őshonos,30,Ge,,,,Lycopodium,6,2,,,,8,,,0,,,6
1573,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Malcolmia africana (L.) R. Br.,Malcolmia africana,Malcolmia,idegenhonos,40,Th,A,ADV,meghonosodott faj,Allium,4,2,2,,,,5,,,,,
1574,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Malus dasyphylla Borkh.,Malus dasyphylla,Malus,őshonos,1000,M,,,,Cornus,5,1,,,,,,,,,,
1575,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Malus domestica Borkh.,Malus domestica,Malus,idegenhonos,1000,M,I,ADV,alkalmi faj,Cornus,5,1,,,,,,,,,,
1576,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Malus sylvestris (L.) Mill. s. l.,Malus sylvestris,Malus,őshonos,1000,MM,G,EUR,,Cornus,4,1,6,5,3,5,4,6,0,2-3,5,5
1577,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Malva alcea L.,Malva alcea,Malva,idegenhonos,125,He,W,PoM,meghonosodott faj,Allium,7,3,3,3,2,5,4,8,0,,8,7
1578,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Malva moschata L.,Malva moschata,Malva,idegenhonos,60,He,,ADV,alkalmi faj,Allium,6,5,,,,4,,,0,,,4
1579,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Malva neglecta Wallr.,Malva neglecta,Malva,idegenhonos,20,Th-HT(-He?),W,EUA,meghonosodott faj,Allium,6,5,4,4,2-3,5,0,7,0,4,9,9
1580,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Malva pusilla Sm.,Malva pusilla,Malva,idegenhonos,20,Th-HT,W,CON,meghonosodott faj,Allium,6,4,4,4,3,4,3,8,1,3-4,6,5
1581,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Malva sylvestris L.,Malva sylvestris,Malva,idegenhonos,100,HT-He,W,KOZ,meghonosodott faj,Allium,5,6,3,4,2,4,0,8,0,4,8,8
1582,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Malva verticillata L.,Malva verticillata,Malva,idegenhonos,200,Th,,ADV,alkalmi faj,Allium,7,3,,,,,,,,,,
1583,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Marrubium  paniculatum Desr.,Marrubium  paniculatum,Marrubium,idegenhonos,60,He,W,,meghonosodott faj,Allium,7,1,,4,2,,,9,,2-3,6,
1584,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Marrubium peregrinum L.,Marrubium peregrinum,Marrubium,idegenhonos,60,He,W,PON,meghonosodott faj,Allium,7,1,3,3,2,,0,9,,2-3,5,
1585,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Marrubium vulgare L.,Marrubium vulgare,Marrubium,idegenhonos,50,He,W,EUA,meghonosodott faj,Allium,7,2,4,4,2,4,3,9,0,3-4,8,8
1586,Pterophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea quadrifolia L.,Marsilea quadrifolia,Marsilea,őshonos,20,Ge-HH,S,CIR,,Lycopodium,9,2,11,10,5,10,4,9,0,,7,6
1587,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Matricaria discoidea DC.,Matricaria discoidea,Matricaria,idegenhonos,45,Th,W,ADV,meghonosodott faj,Allium,5,3,3,4,2-3,5,0,8,0,4,8,8
1588,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Matricaria recutita L.,Matricaria recutita,Matricaria,őshonos,40,Th,G,EUA,,Allium,5,4,4,6,2-3,5,5,8,0,0,4,5
1589,Pterophyta,Polypodiopsida,Polypodiales,Onocleaceae,Matteuccia struthiopteris (L.) Tod.,Matteuccia struthiopteris,Matteuccia,őshonos,150,He,Sr,CIR,,Lycopodium,7,2,,7,4,8,,5,0,2-3,7,7
1590,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Matthiola incana (L.) R. Br.,Matthiola incana,Matthiola,idegenhonos,80,He,I,ADV,alkalmi faj,Allium,6,4,,,,,,,,,,
1591,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Matthiola longipetala (Vent.) DC. subsp. bicornis (Sm.) P.W. Ball,Matthiola longipetala,Matthiola,idegenhonos,50,Th,A,ADV,alkalmi faj,Allium,5,2,,,,,,,,,,
1592,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago  varia Martyn,Medicago  varia,Medicago,idegenhonos,60,He,DT,ADV,meghonosodott faj,Allium,4,6,,3,1-2,,,8,,2,3,
1593,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago arabica (L.) Huds.,Medicago arabica,Medicago,idegenhonos,50,Th,G,ADV,meghonosodott faj,Allium,4,3,2,3,1,4,,8,0,3,3,5
1594,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago falcata L.,Medicago falcata,Medicago,őshonos,60,He,DT,EUA,,Allium,5,5,3,3,1-2,3,4,8,0,2,3,3
1595,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago lupulina L.,Medicago lupulina,Medicago,őshonos,20,Th(-HT),DT,EUA,,Allium,5,5,6,5,2-3,4,4,7,0,2,4,
1596,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago minima (L.) L.,Medicago minima,Medicago,őshonos,30,Th,G,PoM,,Bidens,4,4,2,2,1-2,3,4,9,0,1-2,1,2
1597,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago monspeliaca (L.) Trautv.,Medicago monspeliaca,Medicago,rejtett honosságú,15,Th,G,SME,meghonosodott faj,Allium,4,3,1,1,1,,4,8,,1,1,
1598,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago orbicularis (L.) Bartal.,Medicago orbicularis,Medicago,rejtett honosságú,25,Th,Su,EUA,meghonosodott faj,Allium,5,2,,1,1,,,9,,1,1,
1599,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago polymorpha L.,Medicago polymorpha,Medicago,idegenhonos,30,Th,A,ADV,meghonosodott faj,Allium,5,3,,,2,3,,,0,2,,5
1600,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Medicago prostrata Jacq.,Medicago prostrata,Medicago,őshonos,40,He,G,SME,,Allium,5,4,1,1,1,,5,9,,1,1,
